#neuron,#try,loss,val_loss,mae,val_mae,train_time
10,0,"[0.05254358798265457, 0.023910239338874817, 0.022934235632419586, 0.01611287333071232, 0.016719946637749672, 0.0190852340310812, 0.015712721273303032, 0.017542367801070213, 0.015537749044597149, 0.013526281341910362]","[0.013992870226502419, 0.02352246083319187, 0.017514651641249657, 0.02274993620812893, 0.013683434575796127, 0.007500666659325361, 0.012058078311383724, 0.0032257221173495054, 0.00829214695841074, 0.007154777180403471]","[0.17557527124881744, 0.12581707537174225, 0.12091372162103653, 0.10082888603210449, 0.10358770191669464, 0.11493333429098129, 0.10394064337015152, 0.10828845202922821, 0.09822674095630646, 0.09623012691736221]","[0.10773350298404694, 0.14519727230072021, 0.12281361222267151, 0.14160490036010742, 0.10513075441122055, 0.07220052182674408, 0.0968545451760292, 0.04545731097459793, 0.07704965770244598, 0.07065839320421219]",48.420291900634766
10,1,"[0.053588367998600006, 0.02236810140311718, 0.028620567172765732, 0.01770731993019581, 0.017818806692957878, 0.02031620591878891, 0.01755513623356819, 0.014544890262186527, 0.014303534291684628, 0.014784817583858967]","[0.03519575670361519, 0.0062281666323542595, 0.010537239722907543, 0.02701698988676071, 0.01348988525569439, 0.010220745578408241, 0.009139093570411205, 0.006459722761064768, 0.008218759670853615, 0.003087066113948822]","[0.18094481527805328, 0.12159521877765656, 0.1342485249042511, 0.10705622285604477, 0.10932877659797668, 0.11312606185674667, 0.10528404265642166, 0.09858998656272888, 0.09532540291547775, 0.09965794533491135]","[0.1802080273628235, 0.06394816935062408, 0.0901125892996788, 0.15629656612873077, 0.10495883971452713, 0.08753512799739838, 0.08170277625322342, 0.0663444995880127, 0.07649402320384979, 0.045171789824962616]",49.38629150390625
10,2,"[0.05722960829734802, 0.026084577664732933, 0.021618332713842392, 0.01724393106997013, 0.01963474415242672, 0.017663273960351944, 0.014236938208341599, 0.014354239217936993, 0.013484463095664978, 0.01292948517948389]","[0.04963169991970062, 0.012613139115273952, 0.007633118890225887, 0.009732388891279697, 0.005166948772966862, 0.00941958837211132, 0.007052278611809015, 0.011341823264956474, 0.006260399241000414, 0.010659217834472656]","[0.1850394308567047, 0.13143131136894226, 0.11598207801580429, 0.10580353438854218, 0.11603789776563644, 0.10564728081226349, 0.09678138792514801, 0.09759577363729477, 0.097690649330616, 0.09549304097890854]","[0.21654081344604492, 0.09980855137109756, 0.07216043770313263, 0.08391685783863068, 0.05680675059556961, 0.08199197798967361, 0.06921891868114471, 0.09111994504928589, 0.06424129009246826, 0.088177390396595]",49.85083770751953
10,3,"[0.04194387421011925, 0.02903900481760502, 0.021361563354730606, 0.017243022099137306, 0.01835056021809578, 0.018387502059340477, 0.012903356924653053, 0.014847557060420513, 0.014543434605002403, 0.01379524078220129]","[0.011106092482805252, 0.021501939743757248, 0.009594068862497807, 0.012684264220297337, 0.004514068830758333, 0.004991517867892981, 0.00739614712074399, 0.01293692272156477, 0.006122902501374483, 0.00532324006780982]","[0.1641501933336258, 0.13715071976184845, 0.1203804761171341, 0.10581715404987335, 0.11264821887016296, 0.11225120723247528, 0.09191900491714478, 0.09833702445030212, 0.09737475216388702, 0.09674325585365295]","[0.09107696264982224, 0.13635772466659546, 0.08328357338905334, 0.09756005555391312, 0.051767077296972275, 0.056483589112758636, 0.07136333733797073, 0.09838169813156128, 0.06527605652809143, 0.06253781914710999]",49.26630759239197
10,4,"[0.05816088616847992, 0.02878490649163723, 0.021773673593997955, 0.019397884607315063, 0.019484462216496468, 0.01692645251750946, 0.015639277175068855, 0.017358323559165, 0.01647418737411499, 0.01285219844430685]","[0.035317547619342804, 0.0328601710498333, 0.020761383697390556, 0.012266033329069614, 0.0067604235373437405, 0.003551564645022154, 0.005955244414508343, 0.010257819667458534, 0.004749143496155739, 0.009331338107585907]","[0.1841116100549698, 0.13454224169254303, 0.11988291144371033, 0.11055820435285568, 0.11525970697402954, 0.10523651540279388, 0.10205945372581482, 0.1004023402929306, 0.09619424492120743, 0.09219825267791748]","[0.17991040647029877, 0.1726071983575821, 0.13261623680591583, 0.09494020789861679, 0.06651785969734192, 0.04421667754650116, 0.06147755682468414, 0.08590035140514374, 0.05436878651380539, 0.08194010704755783]",51.43076539039612
10,5,"[0.032796718180179596, 0.018260618671774864, 0.017796913161873817, 0.01523722056299448, 0.017337819561362267, 0.019798677414655685, 0.011756092309951782, 0.0164144616574049, 0.014813178218901157, 0.015257549472153187]","[0.006852570455521345, 0.007966723293066025, 0.021753329783678055, 0.020900389179587364, 0.01478617638349533, 0.003940264228731394, 0.004372652620077133, 0.0059510450810194016, 0.005920549854636192, 0.0049633546732366085]","[0.1447937786579132, 0.11164864152669907, 0.10948337614536285, 0.09893334656953812, 0.10834336280822754, 0.11173698306083679, 0.09027969837188721, 0.10033848136663437, 0.09669191390275955, 0.0967802181839943]","[0.06743597239255905, 0.07482099533081055, 0.1369168609380722, 0.13361820578575134, 0.10754836350679398, 0.048871565610170364, 0.052138954401016235, 0.062330301851034164, 0.06251553446054459, 0.058138296008110046]",49.67202854156494
10,6,"[0.038104861974716187, 0.026063479483127594, 0.021395020186901093, 0.017067868262529373, 0.017845837399363518, 0.015902135521173477, 0.020397044718265533, 0.012980865314602852, 0.015914393588900566, 0.013849517330527306]","[0.04224583879113197, 0.012165062129497528, 0.013393040746450424, 0.03569774702191353, 0.008514267392456532, 0.021874990314245224, 0.014214646071195602, 0.006355161312967539, 0.009201505221426487, 0.005346567369997501]","[0.15298566222190857, 0.1322946697473526, 0.1194969043135643, 0.10721897333860397, 0.10691136121749878, 0.10067431628704071, 0.11460563540458679, 0.09410573542118073, 0.10595730692148209, 0.09190485626459122]","[0.19692306220531464, 0.09447074681520462, 0.09957002848386765, 0.17830070853233337, 0.07688215374946594, 0.13509324193000793, 0.1039542481303215, 0.06446782499551773, 0.08101953566074371, 0.05918562412261963]",49.05264115333557
10,7,"[0.042992133647203445, 0.023936178535223007, 0.022245533764362335, 0.01707424782216549, 0.01635599508881569, 0.014135326258838177, 0.013883325271308422, 0.013731407932937145, 0.015180699527263641, 0.010464421473443508]","[0.004573867656290531, 0.007222135551273823, 0.007244874723255634, 0.010486673563718796, 0.00785829871892929, 0.008865552954375744, 0.0064751687459647655, 0.009641526266932487, 0.010637723840773106, 0.005384118761867285]","[0.1604328155517578, 0.12358947098255157, 0.12051834166049957, 0.10362662374973297, 0.10314146429300308, 0.09513749182224274, 0.09657995402812958, 0.09712903946638107, 0.10162024199962616, 0.08272281289100647]","[0.053138650953769684, 0.07028370350599289, 0.0705251544713974, 0.0877951830625534, 0.0742325633764267, 0.07970671355724335, 0.06600450724363327, 0.0833919495344162, 0.08849401026964188, 0.05953573063015938]",48.88649392127991
10,8,"[0.04820318520069122, 0.028027424588799477, 0.020739145576953888, 0.01868506148457527, 0.02082541212439537, 0.015230387449264526, 0.016256242990493774, 0.012919826433062553, 0.013086119666695595, 0.014079475775361061]","[0.02104528620839119, 0.013784121721982956, 0.019452683627605438, 0.007603765930980444, 0.009512781165540218, 0.006736631039530039, 0.012740061618387699, 0.005236708093434572, 0.007776825223118067, 0.00774678960442543]","[0.17760013043880463, 0.1337309628725052, 0.11162488162517548, 0.10634717345237732, 0.1152474582195282, 0.09739856421947479, 0.10311830788850784, 0.09008414298295975, 0.09093963354825974, 0.09506678581237793]","[0.13385939598083496, 0.10318596661090851, 0.1271645575761795, 0.07217460125684738, 0.08257469534873962, 0.06659383326768875, 0.09729354083538055, 0.058426592499017715, 0.07264870405197144, 0.07331187278032303]",47.22921371459961
10,9,"[0.05486161261796951, 0.027526238933205605, 0.02555457130074501, 0.019408242776989937, 0.017684733495116234, 0.015939684584736824, 0.015321080572903156, 0.01692160964012146, 0.014907941222190857, 0.015175309032201767]","[0.01775723695755005, 0.02360077202320099, 0.009671790525317192, 0.012158164754509926, 0.011343569494783878, 0.015074356459081173, 0.012750720605254173, 0.03225833550095558, 0.013747411780059338, 0.00422244006767869]","[0.18226906657218933, 0.12995553016662598, 0.12913121283054352, 0.1121610552072525, 0.11065676063299179, 0.102384552359581, 0.10159530490636826, 0.10126030445098877, 0.09909631311893463, 0.10325191915035248]","[0.122893787920475, 0.14427366852760315, 0.08327576518058777, 0.09496796876192093, 0.0908939391374588, 0.10849049687385559, 0.09719742089509964, 0.16920194029808044, 0.10149828344583511, 0.05313725024461746]",47.91027355194092
10,10,"[0.044940922409296036, 0.024920569732785225, 0.01890081912279129, 0.017507631331682205, 0.01678590662777424, 0.014152905903756618, 0.013993153348565102, 0.016398390755057335, 0.013685537502169609, 0.011631987988948822]","[0.007702294271439314, 0.02348512038588524, 0.017966946586966515, 0.02457425557076931, 0.018358830362558365, 0.014357410371303558, 0.010417562909424305, 0.019595200195908546, 0.006758262403309345, 0.01364421471953392]","[0.16056302189826965, 0.12851014733314514, 0.11088931560516357, 0.10898111015558243, 0.10495245456695557, 0.09532852470874786, 0.09402181953191757, 0.10044070333242416, 0.0976300835609436, 0.09015852957963943]","[0.07280220091342926, 0.1438997983932495, 0.12275052070617676, 0.14697428047657013, 0.12378224730491638, 0.10579674690961838, 0.08740560710430145, 0.12749068439006805, 0.06807004660367966, 0.10167021304368973]",49.07782483100891
10,11,"[0.056049518287181854, 0.032284822314977646, 0.027409406378865242, 0.018395202234387398, 0.01948666013777256, 0.019361587241292, 0.012280777096748352, 0.01566026173532009, 0.014827662147581577, 0.016533728688955307]","[0.004842613358050585, 0.008007519878447056, 0.020929094403982162, 0.022948874160647392, 0.028949957340955734, 0.015382141806185246, 0.010613552294671535, 0.004890206269919872, 0.011311355978250504, 0.019252685829997063]","[0.17955927550792694, 0.14416544139385223, 0.128208190202713, 0.10691804438829422, 0.11184989660978317, 0.11340518295764923, 0.08986476808786392, 0.10217776149511337, 0.09848561137914658, 0.10398046672344208]","[0.05470428243279457, 0.07499982416629791, 0.1349245011806488, 0.1413402110338211, 0.16093645989894867, 0.11080248653888702, 0.08766108006238937, 0.055142469704151154, 0.09158290922641754, 0.12600144743919373]",48.48943614959717
10,12,"[0.03992689028382301, 0.022503774613142014, 0.0241400059312582, 0.01864401437342167, 0.01638457551598549, 0.016219045966863632, 0.014736508019268513, 0.015194162726402283, 0.01475624181330204, 0.012293871492147446]","[0.03923483192920685, 0.01737981289625168, 0.012345533818006516, 0.007461679168045521, 0.006845088209956884, 0.013021429069340229, 0.010037284344434738, 0.007784664630889893, 0.017491446807980537, 0.014596771448850632]","[0.16329510509967804, 0.12030491977930069, 0.12587988376617432, 0.11010830849409103, 0.1015143096446991, 0.09882887452840805, 0.10370316356420517, 0.10112686455249786, 0.09875878691673279, 0.09085699170827866]","[0.19064822793006897, 0.12054949998855591, 0.09761344641447067, 0.0717170387506485, 0.06809024512767792, 0.09996826201677322, 0.08543670922517776, 0.07346164435148239, 0.11916575580835342, 0.10601978749036789]",47.935131311416626
10,13,"[0.060562994331121445, 0.028389915823936462, 0.026653645560145378, 0.02161674201488495, 0.019878946244716644, 0.016058599576354027, 0.01676960289478302, 0.017902925610542297, 0.015239897184073925, 0.013699590228497982]","[0.009117132984101772, 0.029433351010084152, 0.026491066440939903, 0.016824156045913696, 0.022195633500814438, 0.012746256776154041, 0.003327580401673913, 0.004427641164511442, 0.006413624621927738, 0.01863994635641575]","[0.18429532647132874, 0.13812589645385742, 0.1316574513912201, 0.12388549000024796, 0.11265125125646591, 0.10119470953941345, 0.10079150646924973, 0.10923020541667938, 0.0976579412817955, 0.09352332353591919]","[0.0806262418627739, 0.1630111038684845, 0.1540202647447586, 0.1187683492898941, 0.138896182179451, 0.09956563264131546, 0.045462511479854584, 0.05374177545309067, 0.06574822962284088, 0.12495377659797668]",49.05949950218201
10,14,"[0.04174479469656944, 0.024870043620467186, 0.020504454150795937, 0.01767640933394432, 0.017719803377985954, 0.01289698388427496, 0.01636825129389763, 0.01505051739513874, 0.01387553010135889, 0.0134477149695158]","[0.024776101112365723, 0.02687157690525055, 0.017465682700276375, 0.017189210280776024, 0.011684004217386246, 0.012793156318366528, 0.018261415883898735, 0.011060697957873344, 0.009808954782783985, 0.025329656898975372]","[0.15484175086021423, 0.12890221178531647, 0.11624176055192947, 0.10883913934230804, 0.10883013904094696, 0.0916009172797203, 0.10259201377630234, 0.10078492760658264, 0.09561950713396072, 0.09285533428192139]","[0.1489345133304596, 0.15546558797359467, 0.12171642482280731, 0.12078163027763367, 0.09567422419786453, 0.10065478831529617, 0.12486937642097473, 0.09179824590682983, 0.0857095941901207, 0.15092982351779938]",48.733970165252686
10,15,"[0.041672710329294205, 0.025256715714931488, 0.0259872879832983, 0.017808087170124054, 0.018449896946549416, 0.016973592340946198, 0.01703020930290222, 0.01829654909670353, 0.015241061337292194, 0.012937297113239765]","[0.018321387469768524, 0.03687359392642975, 0.01485738717019558, 0.015006601810455322, 0.006809248588979244, 0.028473952785134315, 0.009484199807047844, 0.025350777432322502, 0.006460272241383791, 0.00872125942260027]","[0.17129991948604584, 0.13120870292186737, 0.1340140551328659, 0.10956140607595444, 0.1082194447517395, 0.1043643206357956, 0.10848532617092133, 0.11046049743890762, 0.10460080206394196, 0.09000315517187119]","[0.12340161949396133, 0.18217606842517853, 0.10636226832866669, 0.10632914304733276, 0.06650599837303162, 0.15653687715530396, 0.0816505178809166, 0.145931676030159, 0.0644928589463234, 0.0778273195028305]",48.80491495132446
10,16,"[0.052230045199394226, 0.025408079847693443, 0.02315346524119377, 0.020683839917182922, 0.015676185488700867, 0.017537256702780724, 0.0183537770062685, 0.015979213640093803, 0.014438634738326073, 0.014411354437470436]","[0.012905153445899487, 0.007987449876964092, 0.026211721822619438, 0.035120509564876556, 0.035724349319934845, 0.009978092275559902, 0.015622337348759174, 0.012604651041328907, 0.009084980934858322, 0.013765194453299046]","[0.1732364147901535, 0.12918636202812195, 0.12151844799518585, 0.11661473661661148, 0.10039979964494705, 0.10738864541053772, 0.11035741865634918, 0.10201377421617508, 0.09633943438529968, 0.096560537815094]","[0.10237012803554535, 0.07496381551027298, 0.153413787484169, 0.17943733930587769, 0.18169215321540833, 0.08555063605308533, 0.11286276578903198, 0.09850612282752991, 0.08157531917095184, 0.10420640558004379]",51.03838586807251
10,17,"[0.043492499738931656, 0.02233591303229332, 0.02037348784506321, 0.02048058994114399, 0.0176217183470726, 0.02032301016151905, 0.016676150262355804, 0.014873459935188293, 0.01299035269767046, 0.015870586037635803]","[0.00961327739059925, 0.012234736233949661, 0.01168824266642332, 0.007698953151702881, 0.010997140780091286, 0.024881459772586823, 0.010415240190923214, 0.004477770533412695, 0.011090380139648914, 0.004581025801599026]","[0.16525769233703613, 0.11710062623023987, 0.11464714258909225, 0.11466804146766663, 0.10858885198831558, 0.11716288328170776, 0.10241299122571945, 0.09703373163938522, 0.0925840437412262, 0.10272730141878128]","[0.08335570991039276, 0.09736065566539764, 0.09461314231157303, 0.07307639718055725, 0.09077808260917664, 0.14808115363121033, 0.08776330202817917, 0.052577536553144455, 0.09060152620077133, 0.055054694414138794]",48.56410455703735
10,18,"[0.04117511957883835, 0.029064537957310677, 0.02046160213649273, 0.01629328541457653, 0.015480773523449898, 0.017185524106025696, 0.016701653599739075, 0.011757837608456612, 0.0168549045920372, 0.014174344949424267]","[0.01099806372076273, 0.02019721455872059, 0.012162548489868641, 0.011595344170928001, 0.005736820865422487, 0.014480741694569588, 0.008853457868099213, 0.013725188560783863, 0.008005744777619839, 0.010803400538861752]","[0.1583915501832962, 0.13682116568088531, 0.11680885404348373, 0.10341137647628784, 0.09897854924201965, 0.10334687680006027, 0.10259243100881577, 0.08745965361595154, 0.10418020933866501, 0.09808074682950974]","[0.09134245663881302, 0.1319720298051834, 0.09654638171195984, 0.09328746795654297, 0.061026692390441895, 0.10694687068462372, 0.07939505577087402, 0.10267407447099686, 0.0747482031583786, 0.0890003889799118]",49.119893312454224
10,19,"[0.052772488445043564, 0.029931968078017235, 0.02216086909174919, 0.020028548315167427, 0.018369464203715324, 0.019575050100684166, 0.01651122234761715, 0.016483576968312263, 0.01566813699901104, 0.011720908805727959]","[0.008271714672446251, 0.009918096475303173, 0.008740670047700405, 0.017197666689753532, 0.020993782207369804, 0.0079109575599432, 0.015238026157021523, 0.011242389678955078, 0.007154359947890043, 0.005987364798784256]","[0.17879877984523773, 0.13844656944274902, 0.11915390938520432, 0.115360327064991, 0.1074473038315773, 0.11123277992010117, 0.10363851487636566, 0.10280050337314606, 0.10187817364931107, 0.08711543679237366]","[0.07611165940761566, 0.08527351170778275, 0.07814119756221771, 0.11884412169456482, 0.133584126830101, 0.07421925663948059, 0.10997837036848068, 0.09107095003128052, 0.06985331326723099, 0.06349848955869675]",62.34378385543823
20,0,"[0.03449031710624695, 0.01885846257209778, 0.02249555103480816, 0.014837726019322872, 0.014860795810818672, 0.014912588521838188, 0.013381780125200748, 0.012298226356506348, 0.01197265088558197, 0.01183187123388052]","[0.0123160844668746, 0.03615020588040352, 0.021086394786834717, 0.02294183522462845, 0.017056718468666077, 0.005392928142100573, 0.023320239037275314, 0.014569365419447422, 0.005331899970769882, 0.0034598102793097496]","[0.14942654967308044, 0.11171291768550873, 0.12330929934978485, 0.09706976264715195, 0.0996970683336258, 0.0973777249455452, 0.09340758621692657, 0.09292513132095337, 0.08795152604579926, 0.08729258924722672]","[0.09643999487161636, 0.18104518949985504, 0.13202965259552002, 0.13932621479034424, 0.1165514588356018, 0.06063276156783104, 0.1414858102798462, 0.10587353259325027, 0.0599600151181221, 0.04831686243414879]",66.82582783699036
20,1,"[0.030083999037742615, 0.02297515608370304, 0.018840059638023376, 0.01504918746650219, 0.013832619413733482, 0.013547985814511776, 0.015265889465808868, 0.01309225708246231, 0.010569018311798573, 0.013293443247675896]","[0.020841481164097786, 0.011844529770314693, 0.015658486634492874, 0.007756073493510485, 0.013622685335576534, 0.007757052779197693, 0.023600878193974495, 0.0035150975454598665, 0.007775545585900545, 0.008043479174375534]","[0.13262653350830078, 0.11975608021020889, 0.11014159023761749, 0.10051348060369492, 0.09530047327280045, 0.09208694100379944, 0.09242552518844604, 0.09470291435718536, 0.08326134830713272, 0.09263026714324951]","[0.13319841027259827, 0.09328120201826096, 0.10984794050455093, 0.07275908440351486, 0.10091107338666916, 0.07249293476343155, 0.14185675978660583, 0.04687339812517166, 0.07448221743106842, 0.07416174560785294]",61.45529341697693
20,2,"[0.03511369228363037, 0.023093897849321365, 0.020926162600517273, 0.01491727214306593, 0.013055515475571156, 0.012529648840427399, 0.01294378936290741, 0.012098007835447788, 0.011931709945201874, 0.012297636829316616]","[0.006216080393642187, 0.007932597771286964, 0.010207835584878922, 0.009166974574327469, 0.022610489279031754, 0.007953180931508541, 0.008647126145660877, 0.0037158445920795202, 0.006630987860262394, 0.007737275213003159]","[0.15075111389160156, 0.12374482303857803, 0.11625279486179352, 0.09801484644412994, 0.09382960200309753, 0.09130129963159561, 0.09375780075788498, 0.08938127011060715, 0.09089551120996475, 0.09266720712184906]","[0.06380809098482132, 0.07433497160673141, 0.08610700070858002, 0.08111307770013809, 0.13892969489097595, 0.07431852072477341, 0.07794252038002014, 0.047791287302970886, 0.0679338276386261, 0.07424159348011017]",62.21431589126587
20,3,"[0.03798651322722435, 0.021643338724970818, 0.01568746380507946, 0.0170026496052742, 0.014089295640587807, 0.012738807126879692, 0.013764403760433197, 0.014384237118065357, 0.010166269727051258, 0.011517214588820934]","[0.023144111037254333, 0.024941015988588333, 0.008298177272081375, 0.013081214390695095, 0.011505511589348316, 0.0031827264465391636, 0.011427389457821846, 0.006682138890028, 0.006284681148827076, 0.012576446868479252]","[0.1626388281583786, 0.12078140676021576, 0.09995987266302109, 0.10372491180896759, 0.09426466375589371, 0.0915290042757988, 0.09464715421199799, 0.09874673187732697, 0.08129798620939255, 0.08519501984119415]","[0.1424482762813568, 0.1482427716255188, 0.07641281932592392, 0.09982410818338394, 0.09195256978273392, 0.04373379424214363, 0.09174249321222305, 0.06766493618488312, 0.06557381898164749, 0.09687831997871399]",59.1077938079834
20,4,"[0.03591161221265793, 0.028610195964574814, 0.021818814799189568, 0.01569417677819729, 0.013417314738035202, 0.013536077924072742, 0.012361787259578705, 0.012989776208996773, 0.012609224766492844, 0.012091242708265781]","[0.0036399965174496174, 0.010371887125074863, 0.01090334728360176, 0.005491694435477257, 0.010903900489211082, 0.003162113483995199, 0.003300954820588231, 0.00380358612164855, 0.013253113254904747, 0.006556236185133457]","[0.15777923166751862, 0.1326940506696701, 0.11673944443464279, 0.10215549170970917, 0.09475097805261612, 0.09205173701047897, 0.09304093569517136, 0.0924791693687439, 0.08774801343679428, 0.08729879558086395]","[0.0450289361178875, 0.08608854562044144, 0.0890595018863678, 0.05798128619790077, 0.08887002617120743, 0.04287656024098396, 0.044260818511247635, 0.050409384071826935, 0.09890612214803696, 0.06745432317256927]",62.2692985534668
20,5,"[0.036861829459667206, 0.020762596279382706, 0.016139941290020943, 0.016691043972969055, 0.015316006727516651, 0.012955106794834137, 0.011088483035564423, 0.011105799116194248, 0.012922451831400394, 0.010888054966926575]","[0.03478595241904259, 0.020036838948726654, 0.00638426560908556, 0.017709407955408096, 0.0030555385164916515, 0.008249481208622456, 0.004137914627790451, 0.01117066852748394, 0.004699772223830223, 0.010426619090139866]","[0.15477833151817322, 0.1148698702454567, 0.10742727667093277, 0.10639630258083344, 0.10075052082538605, 0.09290052205324173, 0.08591873943805695, 0.08532389253377914, 0.091604083776474, 0.0843566358089447]","[0.17847725749015808, 0.13088484108448029, 0.06551782786846161, 0.12055914103984833, 0.04243728518486023, 0.07577286660671234, 0.05466257408261299, 0.09046858549118042, 0.057128552347421646, 0.08666186034679413]",57.55920958518982
20,6,"[0.03967670351266861, 0.021497229114174843, 0.019672568887472153, 0.020103445276618004, 0.014897012151777744, 0.01514740101993084, 0.011648275889456272, 0.015757089480757713, 0.010532560758292675, 0.011385614983737469]","[0.011494625359773636, 0.014940092340111732, 0.009622964076697826, 0.040544454008340836, 0.004658668767660856, 0.017708826810121536, 0.005124968010932207, 0.004468666389584541, 0.005513662006705999, 0.004998399410396814]","[0.15344662964344025, 0.11746099591255188, 0.11464712768793106, 0.11332452297210693, 0.09659267216920853, 0.09869103133678436, 0.09171943366527557, 0.10138649493455887, 0.08398785442113876, 0.0872693806886673]","[0.09269332140684128, 0.10892124474048615, 0.08266732096672058, 0.19148491322994232, 0.05469246581196785, 0.11901745200157166, 0.058346278965473175, 0.055034734308719635, 0.06277184188365936, 0.05853940546512604]",62.196672677993774
20,7,"[0.03497372567653656, 0.02103775553405285, 0.016262728720903397, 0.0141363013535738, 0.011675109155476093, 0.013161145150661469, 0.015029650181531906, 0.011364168487489223, 0.015023071318864822, 0.011480647139251232]","[0.009053959511220455, 0.022181903943419456, 0.011697680689394474, 0.0058754519559443, 0.0043084220960736275, 0.009572976268827915, 0.011099599301815033, 0.005362536292523146, 0.007002715952694416, 0.004030092153698206]","[0.1477717161178589, 0.11684045195579529, 0.10447264462709427, 0.09659893065690994, 0.09096948802471161, 0.09444700181484222, 0.10176102817058563, 0.08561625331640244, 0.09569188952445984, 0.08387677371501923]","[0.08009876310825348, 0.13783448934555054, 0.09267843514680862, 0.06157611310482025, 0.05343456193804741, 0.08283522725105286, 0.09014662355184555, 0.06123984232544899, 0.06937943398952484, 0.05220476910471916]",51.325199604034424
20,8,"[0.03778960183262825, 0.021979568526148796, 0.019870085641741753, 0.016847433522343636, 0.012054274789988995, 0.015971262007951736, 0.014011243358254433, 0.015346325002610683, 0.010588760487735271, 0.017044058069586754]","[0.024349482730031013, 0.015175133012235165, 0.012922555208206177, 0.01699151284992695, 0.017119944095611572, 0.028067780658602715, 0.007374937180429697, 0.016841774806380272, 0.003487363224849105, 0.006561704445630312]","[0.15538914501667023, 0.12237217277288437, 0.11796756088733673, 0.10441389679908752, 0.08972305059432983, 0.10291338711977005, 0.09553114324808121, 0.10321981459856033, 0.08563239872455597, 0.10834755748510361]","[0.14674359560012817, 0.1104763001203537, 0.09983647614717484, 0.11694984883069992, 0.11710022389888763, 0.1560632288455963, 0.07029003649950027, 0.11503944545984268, 0.04664832726120949, 0.06627557426691055]",49.46074390411377
20,9,"[0.03766075521707535, 0.023524217307567596, 0.01652642898261547, 0.019424550235271454, 0.01429600827395916, 0.013047000393271446, 0.012661967426538467, 0.01573028787970543, 0.011257014237344265, 0.010982107371091843]","[0.030723152682185173, 0.015900449827313423, 0.013229507021605968, 0.013819575309753418, 0.0077365851029753685, 0.008240697905421257, 0.006563584785908461, 0.011696139350533485, 0.007347249425947666, 0.005632820539176464]","[0.1584433764219284, 0.12070077657699585, 0.10403713583946228, 0.11549516022205353, 0.10193260759115219, 0.09187343716621399, 0.08869004249572754, 0.10221825540065765, 0.0860583633184433, 0.08394014835357666]","[0.1655455231666565, 0.1112385094165802, 0.09978161007165909, 0.10189776867628098, 0.07247471809387207, 0.07613801211118698, 0.06587821245193481, 0.09137297421693802, 0.07277621328830719, 0.06333959102630615]",49.29405093193054
