#neuron,#try,loss,val_loss,mae,val_mae,train_time
20,10,"[0.03326261416077614, 0.022700976580381393, 0.01655869372189045, 0.015779687091708183, 0.0180770605802536, 0.013604564592242241, 0.01269355695694685, 0.012109997682273388, 0.015770144760608673, 0.009556295350193977]","[0.0289333276450634, 0.01577933318912983, 0.008038678206503391, 0.025470303371548653, 0.008750335313379765, 0.0256571713835001, 0.00987746100872755, 0.016930220648646355, 0.008478269912302494, 0.004902705084532499]","[0.14811842143535614, 0.12385773658752441, 0.10102785378694534, 0.10167404264211655, 0.10990265011787415, 0.09667861461639404, 0.09158019721508026, 0.08895760774612427, 0.09945185482501984, 0.08013089746236801]","[0.16068027913570404, 0.11237125098705292, 0.07477325946092606, 0.1479390561580658, 0.0786224976181984, 0.14867135882377625, 0.08428166061639786, 0.11595644801855087, 0.07671378552913666, 0.05893396586179733]",49.7451708316803
20,11,"[0.0366826131939888, 0.02239999920129776, 0.019045494496822357, 0.01625843346118927, 0.014334188774228096, 0.013628270477056503, 0.012462210841476917, 0.013981162570416927, 0.011724972166121006, 0.010782276280224323]","[0.015785131603479385, 0.03664518892765045, 0.011327906511723995, 0.008812159299850464, 0.014777430333197117, 0.005055311601608992, 0.010586556047201157, 0.006719762459397316, 0.015649743378162384, 0.010449022054672241]","[0.14956146478652954, 0.11575090885162354, 0.11249706894159317, 0.10433607548475266, 0.09443363547325134, 0.0944543406367302, 0.09232337772846222, 0.09620150178670883, 0.08626048266887665, 0.07952596992254257]","[0.1148010864853859, 0.18385063111782074, 0.09224611520767212, 0.07883156090974808, 0.1075502261519432, 0.059074774384498596, 0.08783287554979324, 0.0688604786992073, 0.1123003363609314, 0.08668384701013565]",53.71936893463135
20,12,"[0.039738528430461884, 0.017410021275281906, 0.016898971050977707, 0.015934482216835022, 0.014425208792090416, 0.010376744903624058, 0.011153936386108398, 0.013541977852582932, 0.009596601128578186, 0.01416866760700941]","[0.03904031589627266, 0.009411660023033619, 0.01260596327483654, 0.015279906801879406, 0.010103651322424412, 0.012901408597826958, 0.012056705541908741, 0.01673079840838909, 0.005519308615475893, 0.0032802228815853596]","[0.14520646631717682, 0.10706797242164612, 0.10235773772001266, 0.10303323715925217, 0.09689683467149734, 0.08192756772041321, 0.08629438281059265, 0.09522763639688492, 0.08083882182836533, 0.09771634638309479]","[0.190227672457695, 0.08239199966192245, 0.09819059818983078, 0.11045683175325394, 0.08551306277513504, 0.09845080971717834, 0.09469178318977356, 0.11627703160047531, 0.0611296221613884, 0.04572349041700363]",54.25643062591553
20,13,"[0.029768722131848335, 0.01751488260924816, 0.0189298614859581, 0.016072947531938553, 0.015459452755749226, 0.012644117698073387, 0.013882719911634922, 0.01177616324275732, 0.01035555824637413, 0.014669515192508698]","[0.01774377003312111, 0.006931259762495756, 0.015620822086930275, 0.017153866589069366, 0.011322764679789543, 0.012499433942139149, 0.0033058191183954477, 0.007447411306202412, 0.0045448592863976955, 0.003148461692035198]","[0.1388879418373108, 0.11031127721071243, 0.11219514906406403, 0.10443156957626343, 0.09841179102659225, 0.09045625478029251, 0.09230869263410568, 0.089546799659729, 0.08169872313737869, 0.09723178297281265]","[0.12152113020420074, 0.06798593699932098, 0.11119728535413742, 0.11678065359592438, 0.09115522354841232, 0.09604987502098083, 0.04534294828772545, 0.07174535095691681, 0.05644208565354347, 0.04536937549710274]",54.026612520217896
20,14,"[0.041354209184646606, 0.02631468139588833, 0.019412502646446228, 0.016191134229302406, 0.01615438051521778, 0.014254317618906498, 0.012249894440174103, 0.01686583273112774, 0.011300824582576752, 0.013544302433729172]","[0.007332059554755688, 0.012770258821547031, 0.014490900561213493, 0.010759503580629826, 0.014145066030323505, 0.007626603357493877, 0.019836291670799255, 0.004397479817271233, 0.00882770586758852, 0.030432436615228653]","[0.16065016388893127, 0.13215020298957825, 0.11576661467552185, 0.10469155013561249, 0.10625170171260834, 0.09555079787969589, 0.09040700644254684, 0.10612243413925171, 0.08697643876075745, 0.09317478537559509]","[0.06984684616327286, 0.09953222423791885, 0.10666272044181824, 0.08818292617797852, 0.10426092147827148, 0.07201461493968964, 0.12691599130630493, 0.05527692660689354, 0.07843107730150223, 0.16320523619651794]",58.276246547698975
20,15,"[0.03928511589765549, 0.01821853592991829, 0.019140109419822693, 0.016013557091355324, 0.016796639189124107, 0.01424279436469078, 0.013841713778674603, 0.01367643941193819, 0.01206987351179123, 0.013436198234558105]","[0.01233910582959652, 0.02914132922887802, 0.008588734082877636, 0.01628044620156288, 0.018069230020046234, 0.003221942111849785, 0.007471476681530476, 0.010052911005914211, 0.008210032247006893, 0.0053108008578419685]","[0.1597723662853241, 0.10784871876239777, 0.11026289314031601, 0.10270801186561584, 0.1036018431186676, 0.09818460792303085, 0.09880251437425613, 0.09602729231119156, 0.08875598013401031, 0.08903474360704422]","[0.098211869597435, 0.1613895446062088, 0.07848843932151794, 0.11536630988121033, 0.1229703426361084, 0.044298384338617325, 0.07135368138551712, 0.08501999825239182, 0.07737594097852707, 0.06134635955095291]",56.63393521308899
20,16,"[0.03628701716661453, 0.024240201339125633, 0.0186257716268301, 0.01998455822467804, 0.015083433128893375, 0.01404638309031725, 0.0116930166259408, 0.011113906279206276, 0.0137551324442029, 0.013812211342155933]","[0.04601036757230759, 0.013171153143048286, 0.0028984725940972567, 0.010047121904790401, 0.006777562666684389, 0.0038990064058452845, 0.005337124690413475, 0.00912480615079403, 0.00601848354563117, 0.008546843193471432]","[0.15402770042419434, 0.12101473659276962, 0.10463888198137283, 0.11922671645879745, 0.1017662063241005, 0.09714388847351074, 0.08655539900064468, 0.08219339698553085, 0.09372291713953018, 0.09596126526594162]","[0.20714963972568512, 0.10094891488552094, 0.0401095375418663, 0.08514320105314255, 0.06760935485363007, 0.050832293927669525, 0.059851132333278656, 0.08054772019386292, 0.06479223817586899, 0.0769955962896347]",59.58488988876343
20,17,"[0.03878027945756912, 0.018596088513731956, 0.018554817885160446, 0.01589980535209179, 0.011631586588919163, 0.012757391668856144, 0.013000219129025936, 0.011917440220713615, 0.01133918296545744, 0.01272429060190916]","[0.011985857039690018, 0.004161293618381023, 0.005276696756482124, 0.011246513575315475, 0.009867163375020027, 0.012867853976786137, 0.006516179535537958, 0.016377044841647148, 0.006752498913556337, 0.005245874170213938]","[0.15712356567382812, 0.1083139181137085, 0.11383667588233948, 0.10619593411684036, 0.08822687715291977, 0.09428006410598755, 0.0916765034198761, 0.08689732104539871, 0.08286134153604507, 0.08729507029056549]","[0.09521739184856415, 0.04924662411212921, 0.05719410255551338, 0.09064417332410812, 0.084077849984169, 0.09759178012609482, 0.066448874771595, 0.11352706700563431, 0.0681297555565834, 0.06055698171257973]",60.95335531234741
20,18,"[0.039251938462257385, 0.022451328113675117, 0.01906750537455082, 0.014791392721235752, 0.015200450085103512, 0.013337857089936733, 0.012184308841824532, 0.014050888828933239, 0.010587494820356369, 0.010898611508309841]","[0.005282605066895485, 0.007558559067547321, 0.005318859592080116, 0.003838609205558896, 0.017834816128015518, 0.004308339674025774, 0.009518053382635117, 0.005495866760611534, 0.0048192390240728855, 0.006859408691525459]","[0.1544373482465744, 0.11817451566457748, 0.10837492346763611, 0.09574494510889053, 0.10016549378633499, 0.09576981514692307, 0.09085103124380112, 0.09883365035057068, 0.08171003311872482, 0.08603155612945557]","[0.057765569537878036, 0.07222277671098709, 0.05819337069988251, 0.04887180030345917, 0.12085303664207458, 0.0543227344751358, 0.08203963935375214, 0.06259297579526901, 0.058232858777046204, 0.06871797889471054]",58.522194623947144
20,19,"[0.041474711149930954, 0.02138916775584221, 0.017931165173649788, 0.015731630846858025, 0.01809963956475258, 0.015135479159653187, 0.014105956070125103, 0.011875714175403118, 0.011822391301393509, 0.011014153249561787]","[0.019240248948335648, 0.006856690160930157, 0.007721602451056242, 0.007354820612818003, 0.009563589468598366, 0.01059412769973278, 0.039178915321826935, 0.004049960523843765, 0.004447248764336109, 0.006753318943083286]","[0.16267171502113342, 0.1150311753153801, 0.10739591717720032, 0.10218475759029388, 0.10768622159957886, 0.09924239665269852, 0.09435035288333893, 0.09023991972208023, 0.08943527191877365, 0.0840383917093277]","[0.1280810534954071, 0.06782495975494385, 0.07278799265623093, 0.07108312100172043, 0.08344286680221558, 0.08842256665229797, 0.19008594751358032, 0.055211979895830154, 0.05688166618347168, 0.0691145807504654]",57.23416519165039
30,0,"[0.0349891260266304, 0.018421344459056854, 0.014991477131843567, 0.013715732842683792, 0.014867122285068035, 0.011362822726368904, 0.011608784087002277, 0.010117556899785995, 0.013226554729044437, 0.010800274088978767]","[0.022377077490091324, 0.005482042208313942, 0.01986454240977764, 0.030304770916700363, 0.008123964071273804, 0.010920820757746696, 0.007379579823464155, 0.008130735717713833, 0.0043136547319591045, 0.013792426325380802]","[0.1501273214817047, 0.10925731062889099, 0.09859593212604523, 0.09569346159696579, 0.09953086078166962, 0.08608158677816391, 0.08648655563592911, 0.08124464005231857, 0.09227172285318375, 0.08282605558633804]","[0.138710156083107, 0.05896097049117088, 0.12807968258857727, 0.16405293345451355, 0.07435600459575653, 0.08837930858135223, 0.07201355695724487, 0.07693526893854141, 0.05373825877904892, 0.10032758861780167]",75.80591249465942
30,1,"[0.03700951486825943, 0.016353685408830643, 0.01396854966878891, 0.013615748845040798, 0.014496776275336742, 0.015796653926372528, 0.010339180938899517, 0.012690446339547634, 0.012432937510311604, 0.012514251284301281]","[0.015833765268325806, 0.014586716890335083, 0.012202509678900242, 0.003886173013597727, 0.006297263316810131, 0.005186568945646286, 0.0066726114600896835, 0.014746182598173618, 0.02205674722790718, 0.0050990525633096695]","[0.1497216820716858, 0.10461404174566269, 0.09460567682981491, 0.0938456580042839, 0.09412810206413269, 0.10287299752235413, 0.08336466550827026, 0.08967335522174835, 0.09020079672336578, 0.08804187178611755]","[0.11328282207250595, 0.10551580786705017, 0.0951647087931633, 0.04997389763593674, 0.06655253469944, 0.05755520612001419, 0.06801461428403854, 0.10547179728746414, 0.13451991975307465, 0.058459118008613586]",74.47431945800781
30,2,"[0.04146778583526611, 0.017626963555812836, 0.016522126272320747, 0.013348275795578957, 0.012293647974729538, 0.015027763321995735, 0.012104347348213196, 0.010003344155848026, 0.012239518575370312, 0.009689330123364925]","[0.009069668129086494, 0.010743699036538601, 0.027445809915661812, 0.011650271713733673, 0.016569675877690315, 0.006111478433012962, 0.017906585708260536, 0.005129425320774317, 0.004840633366256952, 0.005254887975752354]","[0.16213519871234894, 0.10756292939186096, 0.10590190440416336, 0.09440924972295761, 0.0908130630850792, 0.09956282377243042, 0.08940340578556061, 0.0846027210354805, 0.08824781328439713, 0.07944454252719879]","[0.0805036872625351, 0.08904813975095749, 0.15597109496593475, 0.0925883948802948, 0.11432140320539474, 0.064933642745018, 0.12094369530677795, 0.05751708149909973, 0.05764567106962204, 0.05807352438569069]",75.31288003921509
30,3,"[0.032484009861946106, 0.01915271393954754, 0.015780368819832802, 0.014097221195697784, 0.01394632924348116, 0.011610832065343857, 0.011239801533520222, 0.009207996539771557, 0.010366339236497879, 0.011065362952649593]","[0.005364487878978252, 0.013978105038404465, 0.01268420834094286, 0.002840337110683322, 0.009329763241112232, 0.015665952116250992, 0.015356095507740974, 0.004473309963941574, 0.00855572335422039, 0.004011070355772972]","[0.13892190158367157, 0.1136079952120781, 0.1024763211607933, 0.09570401161909103, 0.09398772567510605, 0.08948303014039993, 0.09095016121864319, 0.07708369195461273, 0.08086705952882767, 0.08869381994009018]","[0.05861425772309303, 0.10435725748538971, 0.09846100956201553, 0.04171888902783394, 0.08094222098588943, 0.10960609465837479, 0.10938913375139236, 0.054744284600019455, 0.07674532383680344, 0.049928680062294006]",78.88626289367676
30,4,"[0.03895455226302147, 0.017432138323783875, 0.015396691858768463, 0.01619565859436989, 0.01398699451237917, 0.012210397981107235, 0.0108156967908144, 0.010838955640792847, 0.010747645050287247, 0.010790945030748844]","[0.005429170560091734, 0.033446766436100006, 0.003235616721212864, 0.008803852833807468, 0.030605535954236984, 0.0050597586669027805, 0.0034627586137503386, 0.004902743734419346, 0.007033754140138626, 0.0073393830098211765]","[0.15682344138622284, 0.10700670629739761, 0.09931577742099762, 0.09928473830223083, 0.09469310939311981, 0.09022215008735657, 0.08532613515853882, 0.08531476557254791, 0.08484845608472824, 0.08557471632957458]","[0.059681057929992676, 0.1745559424161911, 0.04590583220124245, 0.07805381715297699, 0.1656179130077362, 0.060155898332595825, 0.04733997955918312, 0.05791383609175682, 0.07008756697177887, 0.07102920114994049]",75.81620216369629
30,5,"[0.028524287045001984, 0.01869446597993374, 0.01344659086316824, 0.015157593414187431, 0.012987733818590641, 0.013117864727973938, 0.011431198567152023, 0.010885551571846008, 0.01013228204101324, 0.012942083179950714]","[0.012366825714707375, 0.025703230872750282, 0.00444096140563488, 0.013128899037837982, 0.006623922847211361, 0.018902679905295372, 0.004000579938292503, 0.004042870830744505, 0.013948589563369751, 0.006870845798403025]","[0.1363798826932907, 0.11410178244113922, 0.0919339582324028, 0.09474378824234009, 0.09172597527503967, 0.09232407063245773, 0.08346152305603027, 0.08672568202018738, 0.07933329045772552, 0.0920100137591362]","[0.09648473560810089, 0.14937907457351685, 0.05462063476443291, 0.09881685674190521, 0.06976363062858582, 0.12354803085327148, 0.052532512694597244, 0.05140625685453415, 0.10178788006305695, 0.06845110654830933]",74.74071025848389
30,6,"[0.0336875319480896, 0.01500395406037569, 0.015530032105743885, 0.01287923939526081, 0.014095074497163296, 0.012675963342189789, 0.012105610221624374, 0.011039729230105877, 0.00945421401411295, 0.009011441841721535]","[0.019316477701067924, 0.015906158834695816, 0.014994635246694088, 0.012226135469973087, 0.01318941731005907, 0.004805171862244606, 0.0037699854001402855, 0.006638191174715757, 0.014519165270030499, 0.004821350332349539]","[0.1430046260356903, 0.09345787763595581, 0.10433878004550934, 0.09293221682310104, 0.0937163308262825, 0.09041343629360199, 0.08683750778436661, 0.08734667301177979, 0.0813889428973198, 0.0793299749493599]","[0.12773655354976654, 0.1131591945886612, 0.10929854214191437, 0.09515338391065598, 0.09927462786436081, 0.056891944259405136, 0.049599502235651016, 0.07044903934001923, 0.10538632422685623, 0.05722634866833687]",73.73509550094604
30,7,"[0.02956581488251686, 0.01836196891963482, 0.013341477140784264, 0.017855757847428322, 0.012549052014946938, 0.01394851878285408, 0.010764220729470253, 0.01267318893224001, 0.010890018194913864, 0.011502067558467388]","[0.005385303404182196, 0.004320954438298941, 0.005727897863835096, 0.012289959006011486, 0.005277300253510475, 0.007358706556260586, 0.00742421206086874, 0.004638665821403265, 0.004005127586424351, 0.010758253745734692]","[0.1359415501356125, 0.10918540507555008, 0.09692401438951492, 0.10616302490234375, 0.09194935113191605, 0.0929209515452385, 0.08512026071548462, 0.09038764238357544, 0.08398860692977905, 0.08769255876541138]","[0.0580928772687912, 0.051205847412347794, 0.061639390885829926, 0.09510122239589691, 0.06133870407938957, 0.07116350531578064, 0.07197313010692596, 0.05584116652607918, 0.05122719705104828, 0.08736535906791687]",76.39215016365051
30,8,"[0.02936803176999092, 0.019838735461235046, 0.014145687222480774, 0.017860693857073784, 0.01465088315308094, 0.014498965814709663, 0.012067840434610844, 0.01110069453716278, 0.010490982793271542, 0.011203932575881481]","[0.025697680190205574, 0.031646158546209335, 0.017187995836138725, 0.010937687940895557, 0.006051329895853996, 0.003676303429529071, 0.018030669540166855, 0.0036576201673597097, 0.004521629773080349, 0.0061284932307899]","[0.132860466837883, 0.11325409263372421, 0.0972573384642601, 0.1079622283577919, 0.09843051433563232, 0.09746742993593216, 0.08659213781356812, 0.08631698042154312, 0.07983431220054626, 0.08719203621149063]","[0.14997419714927673, 0.16740812361240387, 0.11597557365894318, 0.08926913142204285, 0.06526961922645569, 0.04863568767905235, 0.11887317895889282, 0.048478998243808746, 0.054434314370155334, 0.06438188254833221]",81.22890853881836
30,9,"[0.03400751203298569, 0.015578296035528183, 0.014638369902968407, 0.015165106393396854, 0.016921352595090866, 0.015858836472034454, 0.012417951598763466, 0.011056981980800629, 0.010459198616445065, 0.008916101418435574]","[0.01043757889419794, 0.008224155753850937, 0.011075468733906746, 0.0036647054366767406, 0.01271632220596075, 0.0114431856200099, 0.013987203128635883, 0.00683419406414032, 0.006766935344785452, 0.003917898517102003]","[0.14344748854637146, 0.10152729600667953, 0.09890564531087875, 0.10202113538980484, 0.10301743447780609, 0.09781818091869354, 0.09071481227874756, 0.08018402010202408, 0.08366411924362183, 0.0791037306189537]","[0.08724233508110046, 0.07590357214212418, 0.0898706316947937, 0.049866605550050735, 0.09643618762493134, 0.0913693979382515, 0.10210267454385757, 0.06993374228477478, 0.068532295525074, 0.051060065627098083]",87.13598966598511
30,10,"[0.03481346368789673, 0.02034154161810875, 0.015980349853634834, 0.014654604718089104, 0.014595121145248413, 0.014259927906095982, 0.011752716265618801, 0.009345120750367641, 0.011063351295888424, 0.008695906028151512]","[0.014123943634331226, 0.022329408675432205, 0.017310062423348427, 0.027703437954187393, 0.03400815278291702, 0.011472715996205807, 0.014578022062778473, 0.01948797143995762, 0.004343114327639341, 0.0077472771517932415]","[0.1443306803703308, 0.1174260675907135, 0.09900129586458206, 0.09652390331029892, 0.09741655737161636, 0.0925440564751625, 0.08572935312986374, 0.07957634329795837, 0.0829974114894867, 0.07669549435377121]","[0.10450197011232376, 0.13800585269927979, 0.11841943114995956, 0.15593518316745758, 0.17431870102882385, 0.09040790796279907, 0.10397302359342575, 0.12412668764591217, 0.05385851860046387, 0.07242882996797562]",79.21732330322266
30,11,"[0.02833009697496891, 0.01682622916996479, 0.013587288558483124, 0.015771880745887756, 0.011754333041608334, 0.011863308027386665, 0.013008151203393936, 0.011764004826545715, 0.011579704470932484, 0.011203180998563766]","[0.01174690667539835, 0.025786355137825012, 0.00428220396861434, 0.011680494993925095, 0.012321356683969498, 0.003387987380847335, 0.0060959747061133385, 0.005657667759805918, 0.004529856611043215, 0.00619867816567421]","[0.13730396330356598, 0.10075119882822037, 0.0935780331492424, 0.10157408565282822, 0.09101466834545135, 0.08771713823080063, 0.09233123809099197, 0.09196766465902328, 0.08860308676958084, 0.08609854429960251]","[0.09441770613193512, 0.1514148712158203, 0.05355863273143768, 0.09224604070186615, 0.09570947289466858, 0.047863155603408813, 0.0647968202829361, 0.06275542080402374, 0.055224139243364334, 0.06543491780757904]",80.47866320610046
30,12,"[0.031175147742033005, 0.020552953705191612, 0.015499995090067387, 0.012681272812187672, 0.01196363102644682, 0.011777064763009548, 0.01502275187522173, 0.009439507499337196, 0.008562964387238026, 0.009885767474770546]","[0.007857747375965118, 0.013983665965497494, 0.0037684012204408646, 0.006256196182221174, 0.02031986601650715, 0.005431275814771652, 0.003918458241969347, 0.007097417954355478, 0.012372166849672794, 0.00709585240110755]","[0.13973496854305267, 0.11390796303749084, 0.10174344480037689, 0.08708203583955765, 0.08947015553712845, 0.08912359178066254, 0.09683918207883835, 0.07768386602401733, 0.07458516955375671, 0.08195839077234268]","[0.07411366701126099, 0.1044050082564354, 0.04923494532704353, 0.06515701115131378, 0.1295962929725647, 0.061080291867256165, 0.04957542568445206, 0.06903987377882004, 0.09298913180828094, 0.068531334400177]",80.0436007976532
30,13,"[0.032267507165670395, 0.018395651131868362, 0.014473876915872097, 0.01679539866745472, 0.013822042383253574, 0.014470153488218784, 0.009917506948113441, 0.0105140944942832, 0.011049788445234299, 0.010045035742223263]","[0.01229233667254448, 0.024920541793107986, 0.0037305247969925404, 0.01995941437780857, 0.005486071575433016, 0.007233154959976673, 0.005295196548104286, 0.007358524017035961, 0.006893137935549021, 0.004034260753542185]","[0.14397956430912018, 0.10596031695604324, 0.0993177592754364, 0.10772816836833954, 0.09088627994060516, 0.09526551514863968, 0.0806007832288742, 0.08640898764133453, 0.08479609340429306, 0.07948590070009232]","[0.09623216837644577, 0.1464792937040329, 0.04995798319578171, 0.12903322279453278, 0.06072867289185524, 0.07045692205429077, 0.05928331986069679, 0.06893839687108994, 0.06880249828100204, 0.0497470386326313]",75.409738779068
30,14,"[0.03221239894628525, 0.01615125685930252, 0.020371299237012863, 0.013672624714672565, 0.011194931343197823, 0.012674682773649693, 0.011165449395775795, 0.011931472457945347, 0.010462610051035881, 0.011589225381612778]","[0.007283112499862909, 0.04537570849061012, 0.0177573524415493, 0.008707775734364986, 0.015171646140515804, 0.016156625002622604, 0.004420246463268995, 0.006551559083163738, 0.0039532543160021305, 0.0035923030227422714]","[0.1477726250886917, 0.10043366253376007, 0.11223091930150986, 0.09649072587490082, 0.0843663364648819, 0.0898115262389183, 0.08435892313718796, 0.08852606266736984, 0.08489689975976944, 0.0846010148525238]","[0.07072112709283829, 0.20557531714439392, 0.12091189622879028, 0.07762161642313004, 0.10794699937105179, 0.11306483298540115, 0.05562722310423851, 0.06721679866313934, 0.05049563944339752, 0.047890257090330124]",60.69364666938782
30,15,"[0.031118139624595642, 0.019005166366696358, 0.014862940646708012, 0.012008794583380222, 0.01557194720953703, 0.013432405889034271, 0.012608161196112633, 0.010384520515799522, 0.012521353550255299, 0.01064804196357727]","[0.05177520960569382, 0.017444565892219543, 0.016494788229465485, 0.003168344497680664, 0.024618718773126602, 0.0034168395213782787, 0.0049649737775325775, 0.004207146354019642, 0.021739894524216652, 0.009328934364020824]","[0.1368601769208908, 0.11311237514019012, 0.09912369400262833, 0.09058783203363419, 0.10192827880382538, 0.09168525040149689, 0.09266845881938934, 0.08370162546634674, 0.0935063436627388, 0.08129972964525223]","[0.22082017362117767, 0.12000691145658493, 0.11465399712324142, 0.04442911222577095, 0.1459261178970337, 0.046312473714351654, 0.05988794192671776, 0.053206849843263626, 0.1351168006658554, 0.08158475160598755]",60.03931474685669
30,16,"[0.029297055676579475, 0.01753266155719757, 0.016071496531367302, 0.01406891830265522, 0.01228361576795578, 0.011316989548504353, 0.00954177975654602, 0.01066903118044138, 0.011109918355941772, 0.009371018037199974]","[0.013597819954156876, 0.0033173479605466127, 0.005842874757945538, 0.005058545619249344, 0.003664156189188361, 0.004836034495383501, 0.007403320632874966, 0.009482298046350479, 0.00922091118991375, 0.004130792338401079]","[0.13701410591602325, 0.10690931230783463, 0.10605623573064804, 0.09750170260667801, 0.08992069214582443, 0.0878991037607193, 0.07659129053354263, 0.08626750856637955, 0.0848550945520401, 0.07783812284469604]","[0.10204051434993744, 0.043730709701776505, 0.06325528025627136, 0.05642329901456833, 0.048433687537908554, 0.058516014367341995, 0.07175812125205994, 0.08217700570821762, 0.08088301867246628, 0.05338604748249054]",67.21118879318237
30,17,"[0.034754104912281036, 0.0167862456291914, 0.016364634037017822, 0.013810191303491592, 0.012696144171059132, 0.012174434028565884, 0.012816089205443859, 0.011058949865400791, 0.010941566899418831, 0.01078125648200512]","[0.01552623137831688, 0.01386797334998846, 0.006651429925113916, 0.01566995680332184, 0.012053309008479118, 0.008895675651729107, 0.0053931414149701595, 0.003603150602430105, 0.00569553067907691, 0.003889968618750572]","[0.14389218389987946, 0.10778970271348953, 0.09940090775489807, 0.09278988093137741, 0.09357734769582748, 0.08836542069911957, 0.09038683027029037, 0.08534311503171921, 0.08622513711452484, 0.08327248692512512]","[0.11284516751766205, 0.10443355143070221, 0.06746990978717804, 0.11131790280342102, 0.0942372977733612, 0.0789053738117218, 0.0607231929898262, 0.04942534118890762, 0.06272997707128525, 0.05150926485657692]",77.89183163642883
30,18,"[0.03940557315945625, 0.017627030611038208, 0.016467440873384476, 0.012343919835984707, 0.012264412827789783, 0.011297821067273617, 0.011279508471488953, 0.013126404955983162, 0.013247834518551826, 0.011316869407892227]","[0.03288250043988228, 0.00989016517996788, 0.004242985974997282, 0.006343381479382515, 0.003918964881449938, 0.013035900890827179, 0.003933946136385202, 0.03700568526983261, 0.006198102608323097, 0.005214258562773466]","[0.15387848019599915, 0.10887592285871506, 0.10535506904125214, 0.09201033413410187, 0.08832774311304092, 0.08930200338363647, 0.08351873606443405, 0.08992263674736023, 0.09064202010631561, 0.08994384855031967]","[0.17211148142814636, 0.08444153517484665, 0.0525805726647377, 0.06545811891555786, 0.05106087028980255, 0.09854387491941452, 0.05105563998222351, 0.1822214275598526, 0.06596851348876953, 0.058230336755514145]",76.7510302066803
30,19,"[0.04259026423096657, 0.016628030687570572, 0.015248330309987068, 0.015813959762454033, 0.0164780430495739, 0.011344082653522491, 0.01338889729231596, 0.011294784024357796, 0.009317430667579174, 0.009859556332230568]","[0.023659374564886093, 0.017557963728904724, 0.01946731097996235, 0.01889117620885372, 0.007153530605137348, 0.0071273972280323505, 0.003678050823509693, 0.006185469217598438, 0.006535866763442755, 0.005020550452172756]","[0.15785907208919525, 0.10138291865587234, 0.1002192422747612, 0.09984613209962845, 0.10321177542209625, 0.08707907050848007, 0.09143929183483124, 0.08631125837564468, 0.0767362117767334, 0.07505077868700027]","[0.1437418907880783, 0.12002428621053696, 0.1265934407711029, 0.12366883456707001, 0.06985165178775787, 0.06903845816850662, 0.04997413232922554, 0.06719300895929337, 0.06716833263635635, 0.058252908289432526]",78.01762318611145
